
1 ,  0.1 ,  14277.6903362713
2 ,  0.1 ,  14263.9723901669
3 ,  0.1 ,  14263.9723901669
4 ,  0.1 ,  14263.9723901669
5 ,  0.1 ,  14263.9723901669
6 ,  0.1 ,  14263.9723901669
7 ,  0.1 ,  14263.9723901669
8 ,  0.1 ,  14263.9723901669
9 ,  0.1 ,  14263.9723901669
10 ,  0.1 ,  14263.9723901669
11 ,  0.1 ,  14263.9723901669
12 ,  0.1 ,  14263.9723901669
13 ,  0.1 ,  14263.9723901669
14 ,  0.1 ,  14263.9723901669
15 ,  0.1 ,  14263.9723901669
16 ,  0.1 ,  14263.9723901669
17 ,  0.1 ,  14263.9723901669
18 ,  0.1 ,  14263.9723901669
19 ,  0.1 ,  14263.9723901669
20 ,  0.1 ,  14263.9723901669

1 ,  0.2 ,  14358.6451135785
2 ,  0.2 ,  14263.9723904007
3 ,  0.2 ,  14263.9723904007
4 ,  0.2 ,  14263.9723904007
5 ,  0.2 ,  14263.9723904007
6 ,  0.2 ,  14263.9723904007
7 ,  0.2 ,  14263.9723904007
8 ,  0.2 ,  14263.9723904007
9 ,  0.2 ,  14263.9723904007
10 ,  0.2 ,  14263.9723904007
11 ,  0.2 ,  14263.9723906091
12 ,  0.2 ,  14263.9723906091
13 ,  0.2 ,  14263.9723906091
14 ,  0.2 ,  14263.9723901669
15 ,  0.2 ,  14263.9723901669
16 ,  0.2 ,  14263.9723901669
17 ,  0.2 ,  14263.9723901669
18 ,  0.2 ,  14263.9723901669
19 ,  0.2 ,  14263.9723901669
20 ,  0.2 ,  14263.9723901669

1 ,  0.3 ,  14263.9723961311
2 ,  0.3 ,  14263.9723904007
3 ,  0.3 ,  14263.9723903892
4 ,  0.3 ,  14263.9723903892
5 ,  0.3 ,  14263.9723903892
6 ,  0.3 ,  14263.9723903892
7 ,  0.3 ,  14263.9723903892
8 ,  0.3 ,  14263.9723903892
9 ,  0.3 ,  14263.9723903892
10 ,  0.3 ,  14263.9723903892
11 ,  0.3 ,  14263.9723903892
12 ,  0.3 ,  14263.9723932903
13 ,  0.3 ,  14263.9723932903
14 ,  0.3 ,  14263.9723932903
15 ,  0.3 ,  14263.9723932903
16 ,  0.3 ,  14263.9723932903
17 ,  0.3 ,  14263.9723932903
18 ,  0.3 ,  14263.9723932903
19 ,  0.3 ,  14263.9723918969
20 ,  0.3 ,  14263.9723918969

1 ,  0.4 ,  14263.9724049839
2 ,  0.4 ,  14263.9723935477
3 ,  0.4 ,  14263.9723935477
4 ,  0.4 ,  14263.9723935477
5 ,  0.4 ,  14263.9723935477
6 ,  0.4 ,  14263.9723902968
7 ,  0.4 ,  14263.9723902968
8 ,  0.4 ,  14263.9723902968
9 ,  0.4 ,  14263.9723902968
10 ,  0.4 ,  14263.9723902968
11 ,  0.4 ,  14263.9723902968
12 ,  0.4 ,  14263.9723902968
13 ,  0.4 ,  14263.9723902968
14 ,  0.4 ,  14263.9723902968
15 ,  0.4 ,  14263.9723902968
16 ,  0.4 ,  14263.9723902968
17 ,  0.4 ,  14263.9723902968
18 ,  0.4 ,  14263.9723901967
19 ,  0.4 ,  14263.9723901967
20 ,  0.4 ,  14263.9723901967

1 ,  0.5 ,  14277.6903469418
2 ,  0.5 ,  14263.9723935477
3 ,  0.5 ,  14263.9723935477
4 ,  0.5 ,  14263.9723935477
5 ,  0.5 ,  14263.9723935477
6 ,  0.5 ,  14263.9723935477
7 ,  0.5 ,  14263.9723935477
8 ,  0.5 ,  14263.9723935477
9 ,  0.5 ,  14263.9723935477
10 ,  0.5 ,  14263.9723935477
11 ,  0.5 ,  14263.9723935477
12 ,  0.5 ,  14263.9723903892
13 ,  0.5 ,  14263.9723903892
